sim,PU,PSWU,xt_opt,cost
98,29.458328901665045,72.60773017608663,0.04999999851731072,-5.901191842076468
99,27.80543980088707,60.78629114827007,0.04999999851731072,-4.573968222944457
100,30.9855857750174,73.24553698272078,0.04999999851731072,-5.805152886111494
101,32.10469864508821,71.52692944531698,0.04999999851731072,-5.453723970686497
102,28.22324785705205,63.56128180007985,0.04999999851731072,-4.882049008946679
103,34.09337434324587,68.24829991609779,0.04999999851731072,-4.800347752584811
104,23.18628323473926,55.921491311886946,0.04999999851731072,-4.48697697916376
105,32.15692881339015,76.33851046062085,0.04999999851731072,-6.066272500411044
106,29.240572787488908,73.25146845601375,0.04999999851731072,-6.009344344036188
107,29.99817553104867,76.56768473181535,0.04999999851731072,-6.347399570584514
108,32.85055501203297,78.28066098666801,0.04999999851731072,-6.235118760281507
109,31.576940980989914,72.33253772688961,0.04999999851731072,-5.618827647550663
110,26.844945976103865,75.38137735540181,0.04999999851731072,-6.562467834160746
111,31.814666471748627,78.4564729787976,0.04999999851731072,-6.378484409411568
112,29.006330085766038,61.25310923512992,0.04999999851731072,-4.493991729024513
113,29.90765214892911,70.85459693582149,0.04999999851731072,-5.62340610713684
114,33.06520829296753,71.4563384205396,0.04999999851731072,-5.332674317435348
115,34.982953788323734,75.87013399063748,0.04999999851731072,-5.676601880930436
116,29.975261493514353,66.52087255601644,0.04999999851731072,-5.058326275298443
117,28.449980154333527,67.28494381397483,0.04999999851731072,-5.334378006947332
118,28.54039559329673,68.99946195356065,0.04999999851731072,-5.544277641542173
119,29.39628050352257,65.19250089467798,0.04999999851731072,-4.955030122607772
120,28.590611431219816,71.88328605381217,0.04999999851731072,-5.9092043183543765
121,29.676448937756017,68.58052304884762,0.04999999851731072,-5.357975599825637
122,38.71105508797971,72.0914559217686,0.007110000129997521,-1.128299849582483e10
123,30.373179550159584,75.10986371088326,0.04999999851731072,-6.116246821258974
124,32.29320575257699,67.4329337359324,0.04999999851731072,-4.905372742272295
125,33.798736481326,66.37747874778934,0.04999999851731072,-4.594159525040331
126,29.618081942752596,71.05336587219273,0.04999999851731072,-5.682719643160874
127,29.491482995690475,75.67281908349695,0.04999999851731072,-6.291413213963818
128,27.441802320823726,70.9847023986914,0.04999999851731072,-5.927596119060423
129,23.69875832247602,73.16133538532358,0.04999999851731072,-6.643805249586114
130,20.48392431472194,62.24728972414913,0.04999999851731072,-5.615334793510383
131,31.995330802503,68.67200150412944,0.04999999851731072,-5.099408326204078
132,30.65600932608248,74.10628834548993,0.04999999851731072,-5.954243028044999
133,32.093414096006086,69.36640734237317,0.04999999851731072,-5.177255593990536
134,29.923502137844245,71.83131928048924,0.04999999851731072,-5.747138069562057
135,33.557469103583756,72.85480769206309,0.04999999851731072,-5.45509270155711
136,31.421374651723884,66.23455953776333,0.04999999851731072,-4.852930362244356
137,30.969979800582927,80.15906067324705,0.04999999851731072,-6.6958617579179975
138,39.276119444344715,80.9875208677009,0.04999999851731072,-5.834072019078048
139,28.162689137794832,63.37542344135589,0.04999999851731072,-4.865212490030942
140,26.066097195470622,73.89336202844547,0.04999999851731072,-6.461945923115195
141,27.70055465355294,73.0741147594835,0.04999999851731072,-6.166072616617802
142,30.51699827355577,68.70729076318362,0.04999999851731072,-5.276285513142996
143,29.329303132159726,63.60123449230798,0.04999999851731072,-4.7582449360133285
144,31.386391681689172,66.60111398519076,0.04999999851731072,-4.904137431651824
145,35.615876785580255,71.19819791528653,0.04999999851731072,-5.002134582402641
146,28.22169881241023,68.19049423453913,0.04999999851731072,-5.477419373225609
147,21.056337324924375,67.66690824214834,0.04999999851731072,-6.245418782500439
148,36.46972383419241,68.87339894426805,0.007110000129997521,-1.0629724198857098e10
149,29.347183494634553,76.86918372554928,0.04999999851731072,-6.462054941759626
150,27.57812438451667,66.42534870032488,0.04999999851731072,-5.325496203328061
151,30.10419381848529,77.5834494240822,0.04999999851731072,-6.465639735127309
152,29.148937417197594,75.5954433403444,0.04999999851731072,-6.321397840159424
153,29.625623493340612,72.73286413122952,0.04999999851731072,-5.897777892250581
154,28.578135458612707,75.26619008471597,0.04999999851731072,-6.345607428428465
155,28.220313789922002,57.98699804684204,0.04999999851731072,-4.1656910168709835
156,29.38208646150638,68.31078578319386,0.04999999851731072,-5.35761075494762
157,30.561539581928496,72.74573953453418,0.04999999851731072,-5.790326782669009
158,36.91109236931986,67.03010839766951,0.007110000129997521,-1.0758368610011179e10
